3, 3, 1449, 0, 0, 0, 1, 55, 1393
5, 3, 10000000, 0, 0, 5, 601, 79278, 9920116
7, 3, 10000000, 0, 0, 0, 85, 28822, 9971093
11, 3, 10000000, 0, 0, 0, 2, 7417, 9992581
13, 3, 10000000, 0, 0, 0, 2, 4534, 9995464
17, 3, 10000000, 0, 0, 0, 0, 2059, 9997941
19, 3, 10000000, 0, 0, 0, 0, 1521, 9998479
23, 3, 10000000, 0, 0, 0, 0, 791, 9999209
29, 3, 10000000, 0, 0, 0, 0, 394, 9999606
31, 3, 10000000, 0, 0, 0, 0, 310, 9999690
37, 3, 10000000, 0, 0, 0, 0, 204, 9999796
41, 3, 10000000, 0, 0, 0, 0, 149, 9999851
43, 3, 10000000, 0, 0, 0, 0, 113, 9999887
47, 3, 10000000, 0, 0, 0, 0, 87, 9999913
53, 3, 10000000, 0, 0, 0, 0, 76, 9999924
59, 3, 10000000, 0, 0, 0, 0, 42, 9999958
61, 3, 10000000, 0, 0, 0, 0, 51, 9999949
67, 3, 10000000, 0, 0, 0, 0, 38, 9999962
71, 3, 10000000, 0, 0, 0, 0, 22, 9999978
73, 3, 10000000, 0, 0, 0, 0, 29, 9999971
79, 3, 10000000, 0, 0, 0, 0, 9, 9999991
83, 3, 10000000, 0, 0, 0, 0, 17, 9999983
89, 3, 10000000, 0, 0, 0, 0, 13, 9999987
97, 3, 10000000, 0, 0, 0, 0, 10, 9999990
