[ 5, 2, 100000000, 269, 6279, 160216, 3838786, 95994450 ]
[ 7, 2, 100000000, 26, 814, 41919, 1999401, 97957840 ]
[ 11, 2, 100000000, 0, 56, 6784, 819891, 99173269 ]
[ 13, 2, 100000000, 0, 20, 3521, 587731, 99408728 ]
[ 17, 2, 100000000, 0, 2, 1134, 344707, 99654157 ]
[ 19, 2, 100000000, 0, 0, 765, 276434, 99722801 ]
[ 23, 2, 100000000, 0, 1, 373, 188638, 99810988 ]
[ 29, 2, 100000000, 0, 0, 158, 118677, 99881165 ]
[ 31, 2, 100000000, 0, 0, 128, 104297, 99895575 ]
[ 37, 2, 100000000, 0, 0, 54, 73237, 99926709 ]
[ 41, 2, 100000000, 0, 0, 29, 59571, 99940400 ]
[ 43, 2, 100000000, 0, 0, 26, 54103, 99945871 ]
[ 47, 2, 100000000, 0, 0, 20, 45056, 99954924 ]
[ 53, 2, 100000000, 0, 0, 11, 35598, 99964391 ]
[ 59, 2, 100000000, 0, 0, 8, 28509, 99971483 ]
[ 61, 2, 100000000, 0, 0, 10, 26728, 99973262 ]
[ 67, 2, 100000000, 0, 0, 6, 22471, 99977523 ]
[ 71, 2, 100000000, 0, 0, 3, 20075, 99979922 ]
[ 73, 2, 100000000, 0, 0, 6, 18697, 99981297 ]
[ 79, 2, 100000000, 0, 0, 3, 16075, 99983922 ]
[ 83, 2, 100000000, 0, 0, 1, 14489, 99985510 ]
[ 89, 2, 100000000, 0, 0, 2, 12679, 99987319 ]
[ 97, 2, 100000000, 0, 0, 1, 10695, 99989304 ]
[ 101, 2, 100000000, 0, 0, 1, 9757, 99990242 ]
[ 103, 2, 100000000, 0, 0, 1, 9382, 99990617 ]
[ 107, 2, 100000000, 0, 0, 0, 8761, 99991239 ]
[ 109, 2, 100000000, 0, 0, 0, 8402, 99991598 ]
[ 113, 2, 100000000, 0, 0, 1, 7869, 99992130 ]
[ 127, 2, 100000000, 0, 0, 0, 6194, 99993806 ]
[ 131, 2, 100000000, 0, 0, 1, 5940, 99994059 ]
[ 137, 2, 100000000, 0, 0, 0, 5352, 99994648 ]
[ 139, 2, 100000000, 0, 0, 0, 5241, 99994759 ]
[ 149, 2, 100000000, 0, 0, 0, 4626, 99995374 ]
[ 151, 2, 100000000, 0, 0, 0, 4366, 99995634 ]
[ 157, 2, 100000000, 0, 0, 0, 4027, 99995973 ]
[ 163, 2, 100000000, 0, 0, 1, 3792, 99996207 ]
[ 167, 2, 100000000, 0, 0, 0, 3708, 99996292 ]
[ 173, 2, 100000000, 0, 0, 0, 3399, 99996601 ]
[ 179, 2, 100000000, 0, 0, 0, 3037, 99996963 ]
[ 181, 2, 100000000, 0, 0, 0, 3005, 99996995 ]
[ 191, 2, 100000000, 0, 0, 0, 2756, 99997244 ]
[ 193, 2, 100000000, 0, 0, 0, 2621, 99997379 ]
[ 197, 2, 100000000, 0, 0, 0, 2586, 99997414 ]
[ 199, 2, 100000000, 0, 0, 0, 2473, 99997527 ]
[ 211, 2, 100000000, 0, 0, 0, 2279, 99997721 ]
[ 223, 2, 100000000, 0, 0, 0, 2116, 99997884 ]
[ 227, 2, 100000000, 0, 0, 0, 1923, 99998077 ]
[ 229, 2, 100000000, 0, 0, 0, 1864, 99998136 ]
[ 233, 2, 100000000, 0, 0, 1, 1838, 99998161 ]
[ 239, 2, 100000000, 0, 0, 1, 1813, 99998186 ]
[ 241, 2, 100000000, 0, 0, 0, 1676, 99998324 ]
[ 251, 2, 100000000, 0, 0, 0, 1578, 99998422 ]
[ 257, 2, 100000000, 0, 0, 0, 1514, 99998486 ]
[ 263, 2, 100000000, 0, 0, 0, 1464, 99998536 ]
[ 269, 2, 100000000, 0, 0, 0, 1392, 99998608 ]
[ 271, 2, 100000000, 0, 0, 0, 1313, 99998687 ]
[ 281, 2, 100000000, 0, 0, 0, 1318, 99998682 ]
[ 283, 2, 100000000, 0, 0, 0, 1288, 99998712 ]
[ 293, 2, 100000000, 0, 0, 0, 1246, 99998754 ]
