[ 5, 3, 100000000, 0, 49, 6365, 793233, 99200353 ]
[ 7, 3, 100000000, 0, 6, 864, 289993, 99709137 ]
[ 11, 3, 100000000, 0, 0, 65, 74911, 99925024 ]
[ 13, 3, 100000000, 0, 0, 26, 45450, 99954524 ]
[ 17, 3, 100000000, 0, 0, 6, 20228, 99979766 ]
[ 19, 3, 100000000, 0, 0, 2, 14535, 99985463 ]
[ 23, 3, 100000000, 0, 0, 1, 8202, 99991797 ]
[ 29, 3, 100000000, 0, 0, 0, 4268, 99995732 ]
[ 31, 3, 100000000, 0, 0, 0, 3366, 99996634 ]
[ 37, 3, 100000000, 0, 0, 0, 2014, 99997986 ]
[ 41, 3, 100000000, 0, 0, 0, 1447, 99998553 ]
[ 43, 3, 100000000, 0, 0, 0, 1236, 99998764 ]
[ 47, 3, 100000000, 0, 0, 0, 985, 99999015 ]
[ 53, 3, 100000000, 0, 0, 0, 667, 99999333 ]
[ 59, 3, 100000000, 0, 0, 0, 487, 99999513 ]
[ 61, 3, 100000000, 0, 0, 0, 430, 99999570 ]
[ 67, 3, 100000000, 0, 0, 0, 287, 99999713 ]
[ 71, 3, 100000000, 0, 0, 0, 265, 99999735 ]
[ 73, 3, 100000000, 0, 0, 0, 257, 99999743 ]
[ 79, 3, 100000000, 0, 0, 0, 226, 99999774 ]
[ 83, 3, 100000000, 0, 0, 0, 177, 99999823 ]
[ 89, 3, 100000000, 0, 0, 0, 163, 99999837 ]
[ 97, 3, 100000000, 0, 0, 0, 113, 99999887 ]
