[ 199, 1, 100000000, 1, 12, 2531, 500364, 99497092 ]
[ 211, 1, 100000000, 0, 7, 2248, 471271, 99526474 ]
[ 223, 1, 100000000, 1, 8, 2007, 445909, 99552075 ]
[ 227, 1, 100000000, 0, 12, 1966, 438995, 99559027 ]
[ 229, 1, 100000000, 0, 7, 1809, 434982, 99563202 ]
[ 233, 1, 100000000, 0, 5, 1820, 427318, 99570857 ]
[ 239, 1, 100000000, 0, 6, 1835, 417462, 99580697 ]
[ 241, 1, 100000000, 1, 5, 1740, 412408, 99585846 ]
[ 251, 1, 100000000, 0, 3, 1621, 397730, 99600646 ]
[ 257, 1, 100000000, 0, 8, 1566, 388512, 99609914 ]
[ 263, 1, 100000000, 0, 4, 1379, 378287, 99620330 ]
[ 269, 1, 100000000, 0, 7, 1327, 370495, 99628171 ]
[ 271, 1, 100000000, 0, 5, 1339, 367359, 99631297 ]
[ 277, 1, 100000000, 0, 4, 1309, 359739, 99638948 ]
[ 281, 1, 100000000, 0, 8, 1276, 354213, 99644503 ]
[ 283, 1, 100000000, 0, 3, 1242, 351930, 99646825 ]
[ 293, 1, 100000000, 0, 6, 1163, 340030, 99658801 ]
[ 307, 1, 100000000, 0, 3, 1086, 325751, 99673160 ]
[ 311, 1, 100000000, 0, 4, 1002, 320234, 99678760 ]
[ 313, 1, 100000000, 0, 5, 1023, 318857, 99680115 ]
[ 317, 1, 100000000, 0, 6, 952, 313871, 99685171 ]
[ 331, 1, 100000000, 0, 3, 938, 300817, 99698242 ]
[ 337, 1, 100000000, 0, 2, 821, 295612, 99703565 ]
[ 347, 1, 100000000, 0, 1, 833, 287982, 99711184 ]
[ 349, 1, 100000000, 0, 4, 802, 285893, 99713301 ]
[ 353, 1, 100000000, 0, 4, 776, 283102, 99716118 ]
[ 359, 1, 100000000, 0, 0, 801, 277214, 99721985 ]
[ 367, 1, 100000000, 0, 0, 692, 272353, 99726955 ]
[ 373, 1, 100000000, 0, 2, 710, 267983, 99731305 ]
[ 379, 1, 100000000, 0, 1, 671, 263540, 99735788 ]
[ 383, 1, 100000000, 0, 0, 660, 260266, 99739074 ]
[ 389, 1, 100000000, 0, 1, 661, 255976, 99743362 ]
[ 397, 1, 100000000, 0, 1, 622, 250506, 99748871 ]
[ 401, 1, 100000000, 0, 3, 649, 248792, 99750556 ]
[ 409, 1, 100000000, 0, 0, 580, 242771, 99756649 ]
[ 419, 1, 100000000, 0, 0, 585, 238219, 99761196 ]
[ 421, 1, 100000000, 0, 1, 602, 236763, 99762634 ]
[ 431, 1, 100000000, 1, 1, 566, 230581, 99768851 ]
[ 433, 1, 100000000, 0, 2, 543, 230261, 99769194 ]
[ 439, 1, 100000000, 0, 1, 524, 227989, 99771486 ]
[ 443, 1, 100000000, 0, 1, 482, 224882, 99774635 ]
[ 449, 1, 100000000, 0, 1, 488, 222837, 99776674 ]
[ 457, 1, 100000000, 0, 1, 478, 218401, 99781120 ]
[ 461, 1, 100000000, 0, 2, 495, 216832, 99782671 ]
[ 463, 1, 100000000, 0, 0, 468, 215661, 99783871 ]
[ 467, 1, 100000000, 0, 1, 438, 213298, 99786263 ]
[ 479, 1, 100000000, 0, 0, 430, 209321, 99790249 ]
[ 487, 1, 100000000, 0, 1, 380, 204792, 99794827 ]
[ 491, 1, 100000000, 0, 2, 432, 203093, 99796473 ]
[ 499, 1, 100000000, 0, 0, 389, 199552, 99800059 ]
[ 503, 1, 100000000, 0, 2, 386, 198253, 99801359 ]
[ 509, 1, 100000000, 0, 0, 361, 195771, 99803868 ]
[ 521, 1, 100000000, 0, 2, 375, 192126, 99807497 ]
[ 523, 1, 100000000, 0, 1, 353, 190629, 99809017 ]
[ 541, 1, 100000000, 0, 1, 339, 184842, 99814818 ]
[ 547, 1, 100000000, 0, 0, 352, 182139, 99817509 ]
[ 557, 1, 100000000, 0, 0, 317, 178871, 99820812 ]
[ 563, 1, 100000000, 0, 0, 306, 177309, 99822385 ]
[ 569, 1, 100000000, 0, 1, 322, 175238, 99824439 ]
[ 571, 1, 100000000, 0, 1, 322, 174839, 99824838 ]
[ 577, 1, 100000000, 0, 1, 284, 173111, 99826604 ]
[ 587, 1, 100000000, 0, 0, 291, 169814, 99829895 ]
[ 593, 1, 100000000, 0, 1, 286, 168471, 99831242 ]
[ 599, 1, 100000000, 0, 0, 270, 166731, 99832999 ]
[ 601, 1, 100000000, 0, 0, 285, 165857, 99833858 ]
[ 607, 1, 100000000, 0, 1, 320, 164453, 99835226 ]
[ 613, 1, 100000000, 0, 0, 251, 161621, 99838128 ]
[ 617, 1, 100000000, 0, 0, 305, 162362, 99837333 ]
[ 619, 1, 100000000, 0, 1, 285, 161366, 99838348 ]
[ 631, 1, 100000000, 0, 0, 244, 158396, 99841360 ]
[ 641, 1, 100000000, 0, 0, 256, 155839, 99843905 ]
[ 643, 1, 100000000, 0, 0, 232, 155362, 99844406 ]
[ 647, 1, 100000000, 0, 1, 226, 154522, 99845251 ]
[ 653, 1, 100000000, 0, 1, 246, 152995, 99846758 ]
[ 659, 1, 100000000, 0, 0, 243, 151513, 99848244 ]
[ 661, 1, 100000000, 0, 0, 211, 151149, 99848640 ]
[ 673, 1, 100000000, 0, 1, 210, 148825, 99850964 ]
[ 677, 1, 100000000, 0, 1, 212, 147348, 99852439 ]
[ 683, 1, 100000000, 0, 0, 202, 146958, 99852840 ]
[ 691, 1, 100000000, 0, 0, 236, 144359, 99855405 ]
[ 701, 1, 100000000, 0, 1, 207, 143194, 99856598 ]
[ 709, 1, 100000000, 0, 0, 209, 141076, 99858715 ]
[ 719, 1, 100000000, 0, 0, 217, 139049, 99860734 ]
[ 727, 1, 100000000, 0, 0, 190, 137014, 99862796 ]
[ 733, 1, 100000000, 0, 0, 174, 136617, 99863209 ]
[ 739, 1, 100000000, 0, 1, 184, 134841, 99864974 ]
[ 743, 1, 100000000, 0, 0, 167, 134774, 99865059 ]
[ 751, 1, 100000000, 0, 0, 169, 132875, 99866956 ]
[ 757, 1, 100000000, 0, 0, 192, 131698, 99868110 ]
[ 761, 1, 100000000, 0, 0, 159, 131505, 99868336 ]
[ 769, 1, 100000000, 0, 0, 154, 130129, 99869717 ]
[ 773, 1, 100000000, 0, 0, 177, 129392, 99870431 ]
[ 787, 1, 100000000, 0, 0, 168, 126901, 99872931 ]
[ 797, 1, 100000000, 0, 0, 154, 125211, 99874635 ]
[ 809, 1, 100000000, 0, 0, 121, 123939, 99875940 ]
[ 811, 1, 100000000, 0, 0, 166, 123870, 99875964 ]
[ 821, 1, 100000000, 0, 1, 139, 120965, 99878895 ]
[ 823, 1, 100000000, 0, 0, 136, 121859, 99878005 ]
[ 827, 1, 100000000, 0, 0, 161, 120643, 99879196 ]
[ 829, 1, 100000000, 0, 0, 122, 120356, 99879522 ]
[ 839, 1, 100000000, 0, 0, 139, 119414, 99880447 ]
[ 853, 1, 100000000, 0, 0, 109, 116697, 99883194 ]
[ 857, 1, 100000000, 0, 0, 130, 116085, 99883785 ]
[ 859, 1, 100000000, 0, 0, 154, 116344, 99883502 ]
[ 863, 1, 100000000, 0, 0, 120, 115883, 99883997 ]
[ 877, 1, 100000000, 0, 0, 125, 113531, 99886344 ]
[ 881, 1, 100000000, 0, 1, 104, 113866, 99886029 ]
[ 883, 1, 100000000, 0, 0, 126, 113681, 99886193 ]
[ 887, 1, 100000000, 0, 0, 104, 112694, 99887202 ]
[ 907, 1, 100000000, 0, 0, 130, 110329, 99889541 ]
[ 911, 1, 100000000, 0, 0, 128, 109888, 99889984 ]
[ 919, 1, 100000000, 0, 0, 129, 108668, 99891203 ]
[ 929, 1, 100000000, 0, 0, 115, 107139, 99892746 ]
[ 937, 1, 100000000, 0, 0, 133, 106221, 99893646 ]
[ 941, 1, 100000000, 0, 0, 119, 106060, 99893821 ]
[ 947, 1, 100000000, 0, 0, 95, 105417, 99894488 ]
[ 953, 1, 100000000, 0, 0, 122, 105851, 99894027 ]
[ 967, 1, 100000000, 0, 0, 100, 103755, 99896145 ]
[ 971, 1, 100000000, 0, 2, 107, 102952, 99896939 ]
[ 977, 1, 100000000, 0, 0, 107, 102703, 99897190 ]
[ 983, 1, 100000000, 0, 0, 120, 101323, 99898557 ]
[ 991, 1, 100000000, 0, 0, 105, 100859, 99899036 ]
[ 997, 1, 100000000, 0, 0, 113, 100398, 99899489 ]
