3, 1, 7439, 27, 70, 221, 645, 1530, 4946
5, 1, 961193, 256, 1576, 7347, 35928, 152108, 763978
7, 1, 8757248, 529, 3616, 25392, 174016, 1070810, 7482885
13, 1, 10000000, 40, 333, 4472, 58349, 710574, 9226232
17, 1, 10000000, 9, 119, 2090, 34627, 554552, 9408603
19, 1, 10000000, 8, 86, 1520, 27674, 498301, 9472411
23, 1, 10000000, 4, 33, 805, 18902, 418108, 9562148
29, 1, 10000000, 1, 19, 453, 11746, 332733, 9655048
31, 1, 10000000, 0, 7, 366, 10452, 312458, 9676717
37, 1, 10000000, 0, 5, 205, 7246, 263366, 9729178
41, 1, 10000000, 0, 3, 147, 5965, 237773, 9756112
43, 1, 10000000, 0, 0, 128, 5348, 226273, 9768251
47, 1, 10000000, 0, 3, 94, 4450, 208539, 9786914
53, 1, 10000000, 0, 1, 60, 3438, 185281, 9811220
59, 1, 10000000, 1, 0, 52, 2884, 166332, 9830731
61, 1, 10000000, 0, 0, 47, 2649, 161362, 9835942
67, 1, 10000000, 0, 1, 33, 2132, 147006, 9850828
71, 1, 10000000, 0, 0, 32, 1960, 139237, 9858771
73, 1, 10000000, 0, 0, 23, 1876, 135383, 9862718
79, 1, 10000000, 0, 1, 22, 1590, 124782, 9873605
83, 1, 10000000, 0, 0, 16, 1477, 119193, 9879314
89, 1, 10000000, 0, 0, 21, 1255, 111187, 9887537
97, 1, 10000000, 0, 0, 10, 1028, 101882, 9897080
101, 1, 10000000, 0, 1, 6, 998, 98343, 9900652
103, 1, 10000000, 0, 0, 9, 920, 95800, 9903271
107, 1, 10000000, 0, 0, 8, 899, 93059, 9906034
109, 1, 10000000, 0, 0, 4, 824, 91141, 9908031
113, 1, 10000000, 0, 0, 5, 795, 87898, 9911302
127, 1, 10000000, 0, 0, 5, 601, 78222, 9921172
131, 1, 10000000, 0, 0, 5, 571, 76262, 9923162
137, 1, 10000000, 0, 0, 5, 553, 72357, 9927085
139, 1, 10000000, 0, 0, 3, 478, 71433, 9928086
149, 1, 10000000, 0, 0, 1, 465, 66843, 9932691
151, 1, 10000000, 0, 0, 2, 460, 65786, 9933752
157, 1, 10000000, 0, 0, 1, 409, 63316, 9936274
163, 1, 10000000, 0, 0, 5, 377, 61042, 9938576
167, 1, 10000000, 0, 0, 3, 353, 59537, 9940107
173, 1, 10000000, 0, 0, 3, 318, 57354, 9942325
179, 1, 10000000, 0, 0, 1, 326, 55817, 9943856
181, 1, 10000000, 0, 0, 1, 320, 55087, 9944592
191, 1, 10000000, 0, 0, 1, 278, 52079, 9947642
193, 1, 10000000, 0, 0, 0, 247, 51520, 9948233
197, 1, 10000000, 0, 0, 0, 263, 50473, 9949264
199, 1, 10000000, 0, 0, 4, 256, 50003, 9949737
211, 1, 10000000, 0, 0, 1, 212, 47271, 9952516
223, 1, 10000000, 0, 0, 0, 214, 45049, 9954737
227, 1, 10000000, 0, 0, 0, 202, 43830, 9955968
229, 1, 10000000, 0, 0, 1, 192, 43621, 9956186
233, 1, 10000000, 0, 0, 0, 188, 42758, 9957054
239, 1, 10000000, 0, 0, 1, 154, 41624, 9958221
241, 1, 10000000, 0, 0, 1, 175, 41298, 9958526
251, 1, 10000000, 0, 0, 0, 156, 39773, 9960071
257, 1, 10000000, 0, 0, 0, 155, 38755, 9961090
263, 1, 10000000, 0, 0, 0, 140, 37799, 9962061
269, 1, 10000000, 0, 0, 1, 147, 36873, 9962979
271, 1, 10000000, 0, 0, 0, 129, 36494, 9963377
277, 1, 10000000, 0, 0, 0, 128, 36202, 9963670
281, 1, 10000000, 0, 0, 0, 111, 35545, 9964344
283, 1, 10000000, 0, 0, 1, 136, 35358, 9964505
293, 1, 10000000, 0, 0, 0, 128, 34123, 9965749
307, 1, 10000000, 0, 0, 0, 99, 32424, 9967477
311, 1, 10000000, 0, 0, 1, 103, 32055, 9967841
313, 1, 10000000, 0, 0, 0, 114, 31780, 9968106
317, 1, 10000000, 0, 0, 1, 107, 31572, 9968320
331, 1, 10000000, 0, 0, 0, 96, 29976, 9969928
337, 1, 10000000, 0, 0, 0, 87, 29350, 9970563
347, 1, 10000000, 0, 0, 1, 73, 28747, 9971179
349, 1, 10000000, 0, 0, 0, 89, 28702, 9971209
353, 1, 10000000, 0, 0, 1, 86, 28077, 9971836
359, 1, 10000000, 0, 0, 0, 78, 27772, 9972150
367, 1, 10000000, 0, 0, 0, 67, 27119, 9972814
373, 1, 10000000, 0, 0, 0, 69, 26769, 9973162
379, 1, 10000000, 0, 0, 1, 63, 26464, 9973472
383, 1, 10000000, 0, 0, 0, 58, 25976, 9973966
389, 1, 10000000, 0, 0, 0, 60, 25599, 9974341
397, 1, 10000000, 0, 0, 0, 62, 24890, 9975048
401, 1, 10000000, 0, 0, 0, 60, 25251, 9974689
