3, 2, 10000000, 173, 1502, 13234, 120428, 977644, 8887019
5, 2, 10000000, 0, 27, 612, 15809, 384769, 9598783
7, 2, 10000000, 0, 1, 87, 4305, 199865, 9795742
13, 2, 10000000, 0, 0, 2, 350, 58983, 9940665
17, 2, 10000000, 0, 0, 0, 116, 34455, 9965429
19, 2, 10000000, 0, 0, 0, 87, 27683, 9972230
23, 2, 10000000, 0, 0, 0, 32, 18917, 9981051
29, 2, 10000000, 0, 0, 0, 15, 11997, 9987988
31, 2, 10000000, 0, 0, 0, 10, 10257, 9989733
37, 2, 10000000, 0, 0, 0, 3, 7638, 9992359
41, 2, 10000000, 0, 0, 0, 7, 5920, 9994073
43, 2, 10000000, 0, 0, 0, 3, 5280, 9994717
47, 2, 10000000, 0, 0, 0, 3, 4554, 9995443
53, 2, 10000000, 0, 0, 0, 1, 3633, 9996366
59, 2, 10000000, 0, 0, 0, 1, 2862, 9997137
61, 2, 10000000, 0, 0, 0, 3, 2698, 9997299
67, 2, 10000000, 0, 0, 0, 0, 2215, 9997785
71, 2, 10000000, 0, 0, 0, 1, 1942, 9998057
73, 2, 10000000, 0, 0, 0, 0, 1861, 9998139
79, 2, 10000000, 0, 0, 0, 0, 1631, 9998369
83, 2, 10000000, 0, 0, 0, 1, 1498, 9998501
89, 2, 10000000, 0, 0, 0, 0, 1306, 9998694
97, 2, 10000000, 0, 0, 0, 1, 1088, 9998911
101, 2, 10000000, 0, 0, 0, 0, 1019, 9998981
103, 2, 10000000, 0, 0, 0, 0, 932, 9999068
107, 2, 10000000, 0, 0, 0, 0, 848, 9999152
109, 2, 10000000, 0, 0, 0, 0, 828, 9999172
113, 2, 10000000, 0, 0, 0, 0, 801, 9999199
127, 2, 10000000, 0, 0, 0, 0, 616, 9999384
131, 2, 10000000, 0, 0, 0, 0, 594, 9999406
137, 2, 10000000, 0, 0, 0, 0, 510, 9999490
139, 2, 10000000, 0, 0, 0, 0, 511, 9999489
149, 2, 10000000, 0, 0, 0, 0, 469, 9999531
151, 2, 10000000, 0, 0, 0, 0, 417, 9999583
157, 2, 10000000, 0, 0, 0, 0, 416, 9999584
163, 2, 10000000, 0, 0, 0, 0, 359, 9999641
167, 2, 10000000, 0, 0, 0, 0, 362, 9999638
173, 2, 10000000, 0, 0, 0, 0, 358, 9999642
179, 2, 10000000, 0, 0, 0, 0, 303, 9999697
181, 2, 10000000, 0, 0, 0, 0, 327, 9999673
191, 2, 10000000, 0, 0, 0, 0, 293, 9999707
193, 2, 10000000, 0, 0, 0, 0, 234, 9999766
197, 2, 10000000, 0, 0, 0, 0, 236, 9999764
199, 2, 10000000, 0, 0, 0, 0, 242, 9999758
211, 2, 10000000, 0, 0, 0, 0, 206, 9999794
223, 2, 10000000, 0, 0, 0, 0, 204, 9999796
227, 2, 10000000, 0, 0, 0, 0, 212, 9999788
229, 2, 10000000, 0, 0, 0, 0, 196, 9999804
233, 2, 10000000, 0, 0, 0, 0, 185, 9999815
239, 2, 10000000, 0, 0, 0, 0, 170, 9999830
241, 2, 10000000, 0, 0, 0, 0, 167, 9999833
251, 2, 10000000, 0, 0, 0, 0, 145, 9999855
257, 2, 10000000, 0, 0, 0, 0, 144, 9999856
263, 2, 10000000, 0, 0, 0, 0, 135, 9999865
269, 2, 10000000, 0, 0, 0, 0, 145, 9999855
271, 2, 10000000, 0, 0, 0, 0, 150, 9999850
277, 2, 10000000, 0, 0, 0, 0, 130, 9999870
281, 2, 10000000, 0, 0, 0, 0, 106, 9999894
283, 2, 10000000, 0, 0, 0, 0, 109, 9999891
293, 2, 10000000, 0, 0, 0, 0, 127, 9999873
