[5, 1, 62490, 99, 480, 2417, 9765, 49729]
[7, 1, 705880, 317, 2009, 14312, 85238, 604004]
[11, 1, 17715643, 1724, 13482, 149504, 1473355, 16077578]
[13, 1, 57921734, 2903, 26035, 345267, 4112283, 53435246]
[17, 1, 386201053, 6942, 76483, 1340131, 21442207, 363335290]
[19, 1, 846825877, 11308, 119379, 2368589, 42394100, 801932501]
[23, 1, 3256789443, 22548, 257821, 6242951, 136462983, 3113803140]
[29, 1, 16655052814, 50165, 663306, 19877796, 556042900, 16078418647]
