[ 3, 2, 10000000, 183, 1494, 13411, 120025, 976401, 8888486 ]
[ 5, 2, 10000000, 0, 23, 647, 16019, 384349, 9598962 ]
[ 7, 2, 10000000, 0, 3, 81, 4100, 200328, 9795488 ]
[ 11, 2, 10000000, 0, 0, 7, 653, 82574, 9916766 ]
[ 13, 2, 10000000, 0, 0, 1, 365, 58744, 9940890 ]
[ 17, 2, 10000000, 0, 0, 0, 126, 34591, 9965283 ]
[ 19, 2, 10000000, 0, 0, 0, 83, 27607, 9972310 ]
[ 23, 2, 10000000, 0, 0, 0, 42, 18988, 9980970 ]
[ 29, 2, 10000000, 0, 0, 0, 11, 11880, 9988109 ]
[ 31, 2, 10000000, 0, 0, 0, 9, 10547, 9989444 ]
[ 37, 2, 10000000, 0, 0, 0, 4, 7310, 9992686 ]
[ 41, 2, 10000000, 0, 0, 0, 5, 6117, 9993878 ]
[ 43, 2, 10000000, 0, 0, 0, 1, 5316, 9994683 ]
[ 47, 2, 10000000, 0, 0, 0, 2, 4533, 9995465 ]
[ 53, 2, 10000000, 0, 0, 0, 1, 3668, 9996331 ]
[ 59, 2, 10000000, 0, 0, 0, 1, 2899, 9997100 ]
[ 61, 2, 10000000, 0, 0, 0, 2, 2725, 9997273 ]
[ 67, 2, 10000000, 0, 0, 0, 0, 2234, 9997766 ]
[ 71, 2, 10000000, 0, 0, 0, 0, 1955, 9998045 ]
[ 73, 2, 10000000, 0, 0, 0, 0, 1859, 9998141 ]
[ 79, 2, 10000000, 0, 0, 0, 1, 1677, 9998322 ]
[ 83, 2, 10000000, 0, 0, 0, 1, 1384, 9998615 ]
[ 89, 2, 10000000, 0, 0, 0, 0, 1261, 9998739 ]
[ 97, 2, 10000000, 0, 0, 0, 0, 1036, 9998964 ]
